question,answer
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI油耗表现,目前开了一个多月，也才开1500公里左右，油耗在不到6个油，挺省油的吧，虽然是自动挡，并没有以前人家说的比手动挡费油什么的，肯定比我单位那个油老虎要省油的多，是我们工薪阶层能够承受的花销。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI动力表现,正常开的话其实还勉强，老婆开更没问题，她一向追求稳当，也就是我偶尔用，会觉得不够强劲，毕竟我单位常开的车都是2.0T的，那提速跟这个确实没法比，个人感受打4分，就看是什么人和什么情况下用车吧。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI空间感受,空间非常棒，平平整整的四四方方的，没有特别的设计，就跟买房一样，朗逸给了最高的得房率，打开后备箱，也是规整四方，深度大，够装不少东西。
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版售价,12.88万
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版优点,"日常代步动力够用，起步时会有一点输出延迟。开运动模式后，会有0.5s的反应时间，之后转数大概维持在2000～3000转，提速和换挡都很快。
前排空间可以，后排中间部位因天窗影响头部空间有一定受限。
竟然还是布座椅。家里车比较多天籁，宝马x3，英朗xt1.6t，4.0的普拉多，桑塔纳，福特福睿斯最低配，也只有两个不超10万的手动挡小车是布座椅了。这点很不好，21款升级了运动风格座椅和16寸轮毂，感觉运动座椅就是换个布料。
安全配置同级别比较高。但是竟然不给雷达，据说有预留雷达孔，但是标配电子手刹，P挡自动上锁，其他档位自动解锁。
新车异味比较大，放了一车的竹炭包。
低配有carlife，升一级竟然也没了，连carplay转换器都不能用。车里自带车联网，但是第一年的每个月会送一个g流量，用超后需要购买，好像是16元一个g。 
这一代悬架也舒服很多，而且安静很多。送了一个led灯泡比原厂亮了太多了。"
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版缺点,"起步动力延迟 
内饰太简约，配置高了也没有雷达和carplay。 
好多地方需要买回来自己加装 
车内异味太大前两天熏得头疼
原厂蜡烛灯太暗了，比桑塔纳还暗"
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版外观,新一代卡罗拉总算是不再油腻了，之前的充满了油腻感。整体线条感很好，前脸和凯美瑞很像。也算上是家族式设计。
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版舒适度,座椅比较板正，相比天籁还是不太行。座椅舒适性有待提高。
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版性价比,总的来说，省心省油就够了。扎实可靠，要不谁买
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版内饰,不是塑料就是布，能省就省，内饰用料实在一言难尽。让人无语，家里养了阿拉斯加，车了都是布料，全部都是狗毛，不好清理。
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版操控表现,方向手感还可以，没有虚位的情况，总体来说很灵活，
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版油耗表现,目前来说跑的公里数不高，油耗还看不出来，有个朋友是上一代卡罗拉，据说油门到底开运动档天天跑也不会超8个
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版动力表现,起步有一点延迟，松一下油门会有效缓解，起步之后动力还是可以的。
丰田卡罗拉2021款 1.2T S-CVT精英PLUS版空间感受,后排如果向前探头说话有些顶脑袋
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI售价,11.29万
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI优点,最满意的就是启航的性价比了，买这个车的人应该都会考虑这一点，算是这个价位自动挡家用代步车里面性价比高的。对于女司机来说，启航朗逸的发动机和变速箱匹配的也很好，开起来比较顺畅没有顿挫感。作为我们小家庭的第一辆车，还是比较满意的，性价比在线。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI缺点,最不满意后备箱的开启方式，要用钥匙才能开启，后备箱不带开启按钮。对于我们这种有孩子的家庭很不方便，抱着孩子开后备箱很麻烦，配置还是略低了一点。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI外观,外观中规中矩吧，一看就是大众车。整体外观平平，没啥特别之处，只能安慰自己越简单越耐看，毕竟价格在那，也不能有太高的要求。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI舒适度,车子价位在那里，整体的舒适性就要打一些折扣了，织物的座椅也不好打理，因为有宝宝就装了座椅套，但是不服帖，老是容易移位。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI性价比,性价比是我买这个车最看重的，一分价钱一分货，满意性价比。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI内饰,内饰就很普通了，塑料感十足，没有可以说的出的亮点，整体内饰太普通了
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI操控表现,方向盘整体操控还行吧，女司机表示转的动方向盘。自动挡的话，换挡的平顺性还可以。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI油耗表现,油耗和我预想的差不多，在可接受的范围内。加满一箱油，上下班跑的话差不多可以跑将近两周的时间，这点我还是比较满意的，节油小能手吧。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI动力表现,平时主要上下班用，对动力没有太高的要求，在市区用可以了。1.5L的排量开起来还是很省油的。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI空间感受,整体空间感觉还可以，毕竟平时就是一家三口代步用，空间基本可以满足需求了。
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版售价,13.28万
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版优点,丰田车最满意的相信车友们都会知道.皮实耐用和低油耗已经并不新鲜了，经过一个月的驾驶，还有好多让我更满意的地方！推背感还是不错的！相比老款动力提升了不少，同级别其他品牌的话就不用说了，点赞！良心丰田，卡罗拉！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版缺点,非要说最不满意的话，车的品质是无可挑剔的，价格偏高，但是可以承受！最主要是1.5卡罗拉的活动不是太多，期待厂家或车商组织一些更好的活动，把车友们组织起来！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版外观,外观的流线型大体延续以往的风格 很不错！一些细节还是做的不错的。还是期待外观有更大改进！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版舒适度,座椅舒适度可以！车内降噪做的不错，根本就不用去专门做隔音处理，有洁癖除外咯。
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版性价比,13万的家轿我当然会选择丰田，后期在1.2T和1.5L上选择犯了难，试驾过1.5L以后我很快就做出了选择！相比之下.1.5有更快的提速和经济性！油耗和耐用就不用说了，都知道开不坏的丰田！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版内饰,中控台不是太满意，虽说和老款有区别，还是希望后期有更好的改进和突破
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版操控表现,操控感觉很棒，不输于同级别的车！而且动力足够，个人感觉还是和个人驾驶有关系！相信小白也能有成长强大的一天的。
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版油耗表现,这段时间总在市区开，有的时候怠速时间多，6.9的油耗还是很满意的，跑长途高速，油耗还会少一大截！期待！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版动力表现,1.5的动力相比1.2T来的更快，加速度和操纵感都很不错，赞一个！尤其等红灯，地板油给上，动力提升了不止一丢丢哦！！！
丰田卡罗拉2021款 TNGA 1.5L CVT精英CARE版空间感受,1.5全新卡罗拉延续之前1.2卡罗拉的空间优势，虽不能说是合B级车一样，但是绝对是可以媲美B级车的，性价比也完胜！本人178cm坐在后排空间还有很大空闲！一家五口出游的话也不会太局促，三口出行更是不在话下！
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI售价,11.29万
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI优点,"最满意的还主要是这个车的价格吧,因为当时手里的钱也不是很多，这笔资金说多不多，但对我来说也不是一笔小数目，肯定要慎重考虑。方向盘的手感比较轻，上手比较容易。不管是男人还是女人，操控起来都是比较轻松的。颜值高，油耗也省，一个月一箱油是足够的，现在出门方便多了。"
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI缺点,车启动有噪音，但是声音不算太难听，影响不是太大。外观这么好看的一个车，内饰就稍微有一点让人失望的感觉了，设计风格实在是有点老土的，没什么亮点，不够时尚。有点太简单了，有时候路感不好，导致的舒适感不那么好。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI外观,朗逸这辆车看着非常的喜欢，这个车整体简洁大方，车身线条也很流畅，整体造型精致，设计感十足，是我喜欢的那种风格，车灯的高度我觉得比较舒服，晚上跑高速也不散光，可视距离比较可观。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI舒适度,车内空间大，长时间乘坐也不会觉得活动不便不好施展，主要是空间大，伸展得开，最起码他的座椅比较厚实，后排的悬架也比较稳定，感觉这段时间开车还是挺舒服的，座椅设计的比较好，包裹性和支撑性都比较强，减震效果还是可以。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI性价比,刚开始是朋友推荐过来的也比较信任果然它的表现也从不会让人失望的，价钱也在我的范围之内，油耗是最让我惊喜的，空间也是足够用的，操控也是比较不错的。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI内饰,中控科技感还是不错的。但是整体的感觉就是十分的平庸，所以我对内饰的设计还是挺满意的。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI操控表现,方向盘的操控感很强，所以在各种情况下行驶都还是能做到操控自如的。油门及刹车的响应回馈都比较及时，开起来还是也比较放心。我左拐右拐，上下坡的时候都可以很轻松的驾驭。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI油耗表现,对于油耗来说，我觉得还是合适的，因为目前我自己的经济状况还是挺好的，对于这个油耗是可以承受的，当然，时间长了后降低肯定是更加开心的。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI动力表现,动力，我也要好好的表扬一下，在起步的时候，包括在低速的状态下，拥有着更快的加速以及更稳定的起步状态，动力就是一般水平就可以了，不需要“速度与激情”的碰撞，在动力的装备上，我觉得就已经够用了，试驾了几个版本，这款车起步加速很快，也可能是我刹车踩的比较轻的原因。
大众朗逸2019款 朗逸启航 1.5L 自动风尚版 国VI空间感受,后备箱的容积是相当大，上次帮朋友搬家，放了三四个大箱子，愣是留有一点空间，这辆车车内几个座椅的乘坐空间都挺大，腿脚都有一定的活动空间，出去和同事们一同玩的时分，如果有需求的话，这个车多装一两个人也不成问题。
